event_index,true_population,condition,replicate
0,Myeloid,treatment,2
1,CD4_T,treatment,2
2,Neutrophil,treatment,2
3,Neutrophil,treatment,2
4,junk_debris,treatment,2
5,B,treatment,2
6,junk_dead,treatment,2
7,junk_doublet,treatment,2
8,CD8_T,treatment,2
9,B,treatment,2
10,junk_debris,treatment,2
11,junk_noise,treatment,2
12,junk_debris,treatment,2
13,Neutrophil,treatment,2
14,junk_noise,treatment,2
15,junk_noise,treatment,2
16,CD8_T,treatment,2
17,B,treatment,2
18,junk_debris,treatment,2
19,Myeloid,treatment,2
20,junk_debris,treatment,2
21,junk_dead,treatment,2
22,junk_debris,treatment,2
23,junk_debris,treatment,2
24,junk_doublet,treatment,2
25,CD4_T,treatment,2
26,junk_dead,treatment,2
27,junk_doublet,treatment,2
28,DC,treatment,2
29,CD8_T,treatment,2
30,junk_noise,treatment,2
31,junk_debris,treatment,2
32,junk_noise,treatment,2
33,Neutrophil,treatment,2
34,junk_dead,treatment,2
35,Myeloid,treatment,2
36,CD4_T,treatment,2
37,junk_dead,treatment,2
38,junk_doublet,treatment,2
39,NK,treatment,2
40,Neutrophil,treatment,2
41,DC,treatment,2
42,junk_debris,treatment,2
43,junk_debris,treatment,2
44,junk_debris,treatment,2
45,junk_dead,treatment,2
46,junk_debris,treatment,2
47,Myeloid,treatment,2
48,junk_dead,treatment,2
49,junk_debris,treatment,2
50,junk_debris,treatment,2
51,junk_dead,treatment,2
52,junk_doublet,treatment,2
53,junk_debris,treatment,2
54,Myeloid,treatment,2
55,junk_dead,treatment,2
56,junk_debris,treatment,2
57,CD4_T,treatment,2
58,DC,treatment,2
59,DC,treatment,2
60,B,treatment,2
61,junk_debris,treatment,2
62,junk_doublet,treatment,2
63,Myeloid,treatment,2
64,Myeloid,treatment,2
65,junk_debris,treatment,2
66,junk_doublet,treatment,2
67,junk_dead,treatment,2
68,junk_dead,treatment,2
69,CD4_T,treatment,2
70,B,treatment,2
71,junk_debris,treatment,2
72,junk_debris,treatment,2
73,CD4_T,treatment,2
74,NK,treatment,2
75,Neutrophil,treatment,2
76,DC,treatment,2
77,junk_debris,treatment,2
78,junk_noise,treatment,2
79,junk_dead,treatment,2
80,junk_debris,treatment,2
81,junk_debris,treatment,2
82,junk_dead,treatment,2
83,junk_doublet,treatment,2
84,junk_doublet,treatment,2
85,Myeloid,treatment,2
86,Myeloid,treatment,2
87,NK,treatment,2
88,B,treatment,2
89,junk_debris,treatment,2
90,Myeloid,treatment,2
91,CD4_T,treatment,2
92,junk_debris,treatment,2
93,junk_debris,treatment,2
94,CD4_T,treatment,2
95,Myeloid,treatment,2
96,CD8_T,treatment,2
97,junk_debris,treatment,2
98,Myeloid,treatment,2
99,junk_dead,treatment,2
100,junk_dead,treatment,2
101,junk_noise,treatment,2
102,junk_debris,treatment,2
103,junk_debris,treatment,2
104,junk_noise,treatment,2
105,junk_doublet,treatment,2
106,junk_noise,treatment,2
107,junk_dead,treatment,2
108,junk_dead,treatment,2
109,Myeloid,treatment,2
110,junk_debris,treatment,2
111,junk_dead,treatment,2
112,junk_noise,treatment,2
113,junk_debris,treatment,2
114,junk_doublet,treatment,2
115,junk_dead,treatment,2
116,junk_noise,treatment,2
117,junk_debris,treatment,2
118,junk_debris,treatment,2
119,junk_debris,treatment,2
120,junk_dead,treatment,2
121,Neutrophil,treatment,2
122,junk_dead,treatment,2
123,B,treatment,2
124,junk_doublet,treatment,2
125,junk_dead,treatment,2
126,junk_dead,treatment,2
127,junk_doublet,treatment,2
128,junk_doublet,treatment,2
129,junk_doublet,treatment,2
130,junk_dead,treatment,2
131,junk_dead,treatment,2
132,junk_debris,treatment,2
133,junk_dead,treatment,2
134,B,treatment,2
135,junk_doublet,treatment,2
136,junk_dead,treatment,2
137,junk_dead,treatment,2
138,Myeloid,treatment,2
139,B,treatment,2
140,Myeloid,treatment,2
141,junk_debris,treatment,2
142,junk_debris,treatment,2
143,Neutrophil,treatment,2
144,CD8_T,treatment,2
145,junk_dead,treatment,2
146,junk_debris,treatment,2
147,CD4_T,treatment,2
148,junk_debris,treatment,2
149,B,treatment,2
150,Neutrophil,treatment,2
151,junk_debris,treatment,2
152,junk_debris,treatment,2
153,junk_noise,treatment,2
154,junk_noise,treatment,2
155,Myeloid,treatment,2
156,B,treatment,2
157,CD4_T,treatment,2
158,junk_doublet,treatment,2
159,CD4_T,treatment,2
160,junk_debris,treatment,2
161,CD4_T,treatment,2
162,junk_debris,treatment,2
163,junk_dead,treatment,2
164,DC,treatment,2
165,CD4_T,treatment,2
166,B,treatment,2
167,junk_dead,treatment,2
168,junk_debris,treatment,2
169,CD4_T,treatment,2
170,CD4_T,treatment,2
171,NK,treatment,2
172,junk_debris,treatment,2
173,junk_debris,treatment,2
174,junk_dead,treatment,2
175,junk_doublet,treatment,2
176,B,treatment,2
177,junk_doublet,treatment,2
178,junk_dead,treatment,2
179,junk_dead,treatment,2
180,junk_doublet,treatment,2
181,B,treatment,2
182,junk_noise,treatment,2
183,B,treatment,2
184,junk_dead,treatment,2
185,Neutrophil,treatment,2
186,junk_dead,treatment,2
187,junk_dead,treatment,2
188,Myeloid,treatment,2
189,junk_debris,treatment,2
190,junk_doublet,treatment,2
191,junk_dead,treatment,2
192,junk_doublet,treatment,2
193,junk_dead,treatment,2
194,CD4_T,treatment,2
195,B,treatment,2
196,Myeloid,treatment,2
197,junk_dead,treatment,2
198,junk_noise,treatment,2
199,junk_doublet,treatment,2
200,Myeloid,treatment,2
201,junk_dead,treatment,2
202,junk_doublet,treatment,2
203,junk_debris,treatment,2
204,junk_doublet,treatment,2
205,junk_debris,treatment,2
206,junk_doublet,treatment,2
207,B,treatment,2
208,junk_debris,treatment,2
209,Myeloid,treatment,2
210,DC,treatment,2
211,junk_noise,treatment,2
212,junk_debris,treatment,2
213,junk_doublet,treatment,2
214,junk_debris,treatment,2
215,junk_noise,treatment,2
216,junk_debris,treatment,2
217,NK,treatment,2
218,junk_debris,treatment,2
219,junk_dead,treatment,2
220,B,treatment,2
221,junk_noise,treatment,2
222,junk_doublet,treatment,2
223,Myeloid,treatment,2
224,junk_debris,treatment,2
225,junk_noise,treatment,2
226,NK,treatment,2
227,junk_dead,treatment,2
228,junk_dead,treatment,2
229,junk_debris,treatment,2
230,Myeloid,treatment,2
231,junk_doublet,treatment,2
232,junk_debris,treatment,2
233,junk_doublet,treatment,2
234,junk_debris,treatment,2
235,Myeloid,treatment,2
236,Neutrophil,treatment,2
237,B,treatment,2
238,junk_doublet,treatment,2
239,Neutrophil,treatment,2
240,Myeloid,treatment,2
241,B,treatment,2
242,junk_dead,treatment,2
243,CD8_T,treatment,2
244,CD4_T,treatment,2
245,CD4_T,treatment,2
246,junk_noise,treatment,2
247,junk_dead,treatment,2
