event_index,true_population,condition,replicate
0,Neutrophil,treatment,1
1,junk_doublet,treatment,1
2,DC,treatment,1
3,junk_dead,treatment,1
4,Myeloid,treatment,1
5,junk_dead,treatment,1
6,Neutrophil,treatment,1
7,junk_doublet,treatment,1
8,Myeloid,treatment,1
9,junk_debris,treatment,1
10,junk_dead,treatment,1
11,junk_debris,treatment,1
12,junk_debris,treatment,1
13,CD8_T,treatment,1
14,B,treatment,1
15,Neutrophil,treatment,1
16,junk_debris,treatment,1
17,junk_doublet,treatment,1
18,junk_dead,treatment,1
19,junk_debris,treatment,1
20,junk_debris,treatment,1
21,junk_debris,treatment,1
22,junk_dead,treatment,1
23,junk_debris,treatment,1
24,junk_debris,treatment,1
25,junk_dead,treatment,1
26,Myeloid,treatment,1
27,junk_debris,treatment,1
28,junk_doublet,treatment,1
29,junk_debris,treatment,1
30,junk_debris,treatment,1
31,junk_dead,treatment,1
32,CD8_T,treatment,1
33,junk_dead,treatment,1
34,junk_noise,treatment,1
35,junk_debris,treatment,1
36,junk_doublet,treatment,1
37,junk_doublet,treatment,1
38,junk_debris,treatment,1
39,junk_noise,treatment,1
40,DC,treatment,1
41,junk_debris,treatment,1
42,junk_debris,treatment,1
43,Neutrophil,treatment,1
44,junk_doublet,treatment,1
45,junk_noise,treatment,1
46,B,treatment,1
47,junk_doublet,treatment,1
48,junk_debris,treatment,1
49,junk_debris,treatment,1
50,junk_debris,treatment,1
51,junk_dead,treatment,1
52,CD8_T,treatment,1
53,junk_debris,treatment,1
54,junk_doublet,treatment,1
55,junk_noise,treatment,1
56,junk_doublet,treatment,1
57,B,treatment,1
58,junk_debris,treatment,1
59,NK,treatment,1
60,junk_dead,treatment,1
61,junk_noise,treatment,1
62,junk_debris,treatment,1
63,B,treatment,1
64,CD4_T,treatment,1
65,junk_debris,treatment,1
66,Myeloid,treatment,1
67,junk_dead,treatment,1
68,B,treatment,1
69,junk_debris,treatment,1
70,CD4_T,treatment,1
71,B,treatment,1
72,junk_noise,treatment,1
73,junk_dead,treatment,1
74,junk_debris,treatment,1
75,junk_noise,treatment,1
76,junk_debris,treatment,1
77,junk_debris,treatment,1
78,CD4_T,treatment,1
79,NK,treatment,1
80,junk_dead,treatment,1
81,junk_noise,treatment,1
82,junk_debris,treatment,1
83,Myeloid,treatment,1
84,junk_debris,treatment,1
85,junk_debris,treatment,1
86,junk_debris,treatment,1
87,CD8_T,treatment,1
88,junk_doublet,treatment,1
89,junk_dead,treatment,1
90,junk_doublet,treatment,1
91,junk_doublet,treatment,1
92,junk_noise,treatment,1
93,B,treatment,1
94,junk_debris,treatment,1
95,junk_debris,treatment,1
96,junk_doublet,treatment,1
97,Neutrophil,treatment,1
98,junk_noise,treatment,1
99,CD4_T,treatment,1
100,junk_doublet,treatment,1
101,junk_dead,treatment,1
102,junk_noise,treatment,1
103,CD8_T,treatment,1
104,junk_noise,treatment,1
105,junk_debris,treatment,1
106,junk_debris,treatment,1
107,Neutrophil,treatment,1
108,CD4_T,treatment,1
109,Myeloid,treatment,1
110,junk_doublet,treatment,1
111,junk_noise,treatment,1
112,junk_dead,treatment,1
113,junk_dead,treatment,1
114,B,treatment,1
115,Myeloid,treatment,1
116,junk_dead,treatment,1
117,junk_debris,treatment,1
118,B,treatment,1
119,junk_noise,treatment,1
120,junk_doublet,treatment,1
121,junk_debris,treatment,1
122,junk_debris,treatment,1
123,CD4_T,treatment,1
124,junk_doublet,treatment,1
125,junk_debris,treatment,1
126,junk_doublet,treatment,1
127,CD4_T,treatment,1
128,junk_debris,treatment,1
129,DC,treatment,1
130,junk_noise,treatment,1
131,junk_noise,treatment,1
132,junk_debris,treatment,1
133,B,treatment,1
134,junk_doublet,treatment,1
135,junk_debris,treatment,1
136,B,treatment,1
137,junk_dead,treatment,1
138,junk_debris,treatment,1
139,junk_debris,treatment,1
140,junk_debris,treatment,1
141,junk_dead,treatment,1
142,CD4_T,treatment,1
143,B,treatment,1
144,junk_doublet,treatment,1
145,junk_noise,treatment,1
146,junk_dead,treatment,1
147,junk_doublet,treatment,1
148,junk_dead,treatment,1
149,Myeloid,treatment,1
150,Neutrophil,treatment,1
151,NK,treatment,1
152,CD4_T,treatment,1
153,B,treatment,1
154,junk_debris,treatment,1
155,junk_debris,treatment,1
156,CD8_T,treatment,1
157,CD4_T,treatment,1
158,junk_debris,treatment,1
159,junk_debris,treatment,1
160,junk_dead,treatment,1
161,junk_debris,treatment,1
162,B,treatment,1
163,Myeloid,treatment,1
164,junk_dead,treatment,1
165,junk_dead,treatment,1
166,junk_dead,treatment,1
