event_index,true_population,condition,replicate
0,junk_debris,treatment,4
1,junk_debris,treatment,4
2,junk_debris,treatment,4
3,CD4_T,treatment,4
4,junk_doublet,treatment,4
5,junk_doublet,treatment,4
6,junk_debris,treatment,4
7,junk_doublet,treatment,4
8,junk_doublet,treatment,4
9,junk_dead,treatment,4
10,CD8_T,treatment,4
11,junk_doublet,treatment,4
12,CD8_T,treatment,4
13,junk_dead,treatment,4
14,Neutrophil,treatment,4
15,DC,treatment,4
16,junk_dead,treatment,4
17,Myeloid,treatment,4
18,junk_debris,treatment,4
19,B,treatment,4
20,junk_doublet,treatment,4
21,CD4_T,treatment,4
22,junk_doublet,treatment,4
23,Neutrophil,treatment,4
24,junk_debris,treatment,4
25,Neutrophil,treatment,4
26,junk_dead,treatment,4
27,CD4_T,treatment,4
28,junk_debris,treatment,4
29,junk_doublet,treatment,4
30,junk_dead,treatment,4
31,junk_doublet,treatment,4
32,junk_noise,treatment,4
33,junk_debris,treatment,4
34,Myeloid,treatment,4
35,junk_doublet,treatment,4
36,junk_doublet,treatment,4
37,B,treatment,4
38,junk_dead,treatment,4
39,B,treatment,4
40,junk_noise,treatment,4
41,junk_noise,treatment,4
42,junk_dead,treatment,4
43,junk_debris,treatment,4
44,junk_doublet,treatment,4
45,Myeloid,treatment,4
46,CD8_T,treatment,4
47,junk_dead,treatment,4
48,junk_dead,treatment,4
49,junk_debris,treatment,4
50,junk_debris,treatment,4
51,B,treatment,4
52,junk_debris,treatment,4
53,junk_debris,treatment,4
54,junk_doublet,treatment,4
55,junk_dead,treatment,4
56,Myeloid,treatment,4
57,B,treatment,4
58,junk_dead,treatment,4
59,junk_dead,treatment,4
60,junk_doublet,treatment,4
61,Myeloid,treatment,4
62,junk_debris,treatment,4
63,junk_noise,treatment,4
64,Myeloid,treatment,4
65,junk_debris,treatment,4
66,junk_doublet,treatment,4
67,CD4_T,treatment,4
68,junk_dead,treatment,4
69,Myeloid,treatment,4
70,Myeloid,treatment,4
71,junk_doublet,treatment,4
72,junk_doublet,treatment,4
73,junk_noise,treatment,4
74,junk_noise,treatment,4
75,junk_debris,treatment,4
76,junk_dead,treatment,4
77,CD4_T,treatment,4
78,Neutrophil,treatment,4
79,CD4_T,treatment,4
80,junk_debris,treatment,4
81,junk_noise,treatment,4
82,junk_doublet,treatment,4
83,junk_debris,treatment,4
84,junk_noise,treatment,4
85,junk_doublet,treatment,4
86,Myeloid,treatment,4
87,B,treatment,4
88,junk_doublet,treatment,4
89,B,treatment,4
90,junk_debris,treatment,4
91,junk_dead,treatment,4
92,junk_doublet,treatment,4
93,junk_debris,treatment,4
94,junk_dead,treatment,4
95,junk_doublet,treatment,4
96,junk_debris,treatment,4
97,Myeloid,treatment,4
98,junk_debris,treatment,4
99,junk_doublet,treatment,4
100,Myeloid,treatment,4
101,junk_doublet,treatment,4
102,junk_doublet,treatment,4
103,B,treatment,4
104,CD8_T,treatment,4
105,junk_doublet,treatment,4
106,junk_dead,treatment,4
107,junk_debris,treatment,4
108,junk_doublet,treatment,4
109,junk_debris,treatment,4
110,Neutrophil,treatment,4
111,junk_dead,treatment,4
112,DC,treatment,4
113,CD4_T,treatment,4
114,CD4_T,treatment,4
115,junk_dead,treatment,4
116,junk_debris,treatment,4
